Stagione;Calciatore;Squadra;Età;Partite Giocate;Minuti Giocati;Reti;Assist;Reti Non Su Rigore;Rigori Tirati;Ammonizioni;Espulsioni;Ruolo?
2021-22;Filippo Bandinelli;Empoli;26;35;1.955;2;3;2;0;10;0;Cen
2021-22;Mattia Bani;Genoa;27;17;1.211;0;0;0;0;1;0;Dif
2021-22;Antonín Barák;Hellas Verona;26;29;2.340;11;4;7;4;4;0;Cen,Att
2021-22;Francesco Bardi;Bologna;29;2;177;0;0;0;0;0;0;Por
2021-22;Nicolò Barella;Inter;24;36;2.913;3;11;3;0;9;0;Cen
2021-22;Musa Barrow;Bologna;22;34;2.134;6;6;6;0;0;0;Att,Cen
2021-22;Daniele Baselli;Torino;29;6;150;0;0;0;0;0;0;Cen,Att
2021-22;Daniele Baselli;Cagliari;29;9;290;0;1;0;0;1;0;Cen
2021-22;Toma Bašić;Lazio;24;29;982;0;2;0;0;3;0;Cen
2021-22;Alessandro Bastoni;Inter;22;31;2.311;1;2;1;0;4;0;Dif
2021-22;Simone Bastoni;Spezia;24;31;2.288;3;3;3;0;5;1;Cen,Dif
2021-22;Rodrigo Becão;Udinese;25;35;3.130;2;1;2;0;10;0;Dif
2021-22;Valon Behrami;Genoa;36;10;311;0;0;0;0;3;0;Cen,Att
2021-22;Vid Belec;Salernitana;31;23;1.938;0;0;0;0;1;0;Por
2021-22;Raoul Bellanova;Cagliari;21;31;2.496;1;2;1;0;3;0;Dif,Att
2021-22;Andrea Belotti;Torino;27;22;1.371;8;1;5;3;1;0;Att
2021-22;Marco Benassi;Fiorentina;26;6;158;0;0;0;0;1;0;Dif,Cen
2021-22;Marco Benassi;Empoli;26;12;382;0;0;0;0;1;0;Cen
2021-22;Filip Benković;Udinese;24;2;8;0;0;0;0;0;0;Dif,Att
2021-22;Ismaël Bennacer;Milan;23;31;1.525;2;1;2;0;7;0;Cen
2021-22;Rodrigo Bentancur;Juventus;24;19;1.155;0;1;0;0;1;0;Cen
2021-22;Alessandro Berardi;Hellas Verona;30;1;90;0;0;0;0;0;0;Por
2021-22;Domenico Berardi;Sassuolo;26;33;2.819;15;14;9;6;9;0;Att
2021-22;Bartosz Bereszyński;Sampdoria;29;35;2.946;0;3;0;0;12;0;Dif
2021-22;Etrit Berisha;Torino;32;10;900;0;0;0;0;1;0;Por
2021-22;Federico Bernardeschi;Juventus;27;28;1.475;1;3;1;0;5;0;Cen,Att
2021-22;Nicolò Bertola;Spezia;18;2;35;0;0;0;0;0;0;Cen,Dif
2021-22;Daniel Bessa;Hellas Verona;28;24;768;1;1;1;0;5;1;Cen
2021-22;Beto;Udinese;23;28;2.173;11;0;11;0;1;0;Att
2021-22;Luis Binks;Bologna;19;15;646;0;0;0;0;3;0;Dif
2021-22;Cristiano Biraghi;Fiorentina;28;37;3.153;4;1;3;1;5;1;Dif
2021-22;Davide Biraschi;Genoa;27;14;930;0;0;0;0;4;0;Dif
2021-22;Bjarki Bjarkason;Venezia;21;1;3;0;0;0;0;0;0;Cen
2021-22;Jeremie Boga;Atalanta;24;15;764;0;0;0;0;0;0;Att,Cen
2021-22;Jeremie Boga;Sassuolo;24;12;670;0;2;0;0;0;0;Att,Cen
2021-22;Luka Bogdan;Salernitana;25;6;399;0;0;0;0;0;0;Dif
2021-22;Emil Bohinen;Salernitana;22;11;699;0;1;0;0;5;0;Cen
2021-22;Giacomo Bonaventura;Fiorentina;31;31;2.266;4;4;4;0;8;1;Cen
2021-22;Federico Bonazzoli;Salernitana;24;32;1.866;10;0;8;2;6;0;Att,Cen
2021-22;Kevin Bonifazi;Bologna;25;22;1.210;0;0;0;0;4;1;Dif
2021-22;Leonardo Bonucci;Juventus;34;24;2.005;5;0;2;3;1;0;Dif
2021-22;Mehdi Bourabia;Spezia;29;8;282;1;0;1;0;0;0;Cen
2021-22;Edoardo Bove;Roma;19;11;68;1;0;1;0;0;0;Cen,Dif
2021-22;Josip Brekalo;Torino;23;32;2.286;7;2;7;0;1;0;Cen
2021-22;Gleison Bremer;Torino;24;33;2.890;3;1;3;0;7;0;Dif
2021-22;Marcelo Brozović;Inter;28;35;2.937;2;1;2;0;7;0;Cen
2021-22;Aleksander Buksa;Genoa;18;4;63;0;0;0;0;0;0;Att
2021-22;Alessandro Buongiorno;Torino;22;23;1.181;0;1;0;0;5;0;Dif
2021-22;Gianluca Busio;Venezia;19;29;1.950;1;1;1;0;8;0;Cen
2021-22;Arthur Cabral;Fiorentina;23;14;749;2;2;2;0;1;0;Att
2021-22;Jovane Cabral;Lazio;23;3;190;1;0;1;0;0;0;Att
2021-22;Liberato Cacace;Empoli;20;10;466;0;0;0;0;1;0;Dif
2021-22;Martín Cáceres;Cagliari;34;14;832;1;1;1;0;3;1;Dif
2021-22;Felipe Caicedo;Genoa;32;9;284;1;2;1;0;1;0;Att
2021-22;Felipe Caicedo;Inter;32;3;23;0;0;0;0;0;0;Att,Dif
2021-22;Davide Calabria;Milan;24;26;2.119;2;2;2;0;2;0;Dif
2021-22;Riccardo Calafiori;Genoa;19;3;82;0;0;0;0;1;0;Dif
2021-22;Riccardo Calafiori;Roma;19;6;174;0;1;0;0;2;0;Dif
2021-22;Mattia Caldara;Venezia;27;31;2.704;1;0;1;0;9;0;Dif
2021-22;Hakan Çalhanoğlu;Inter;27;34;2.480;7;12;4;3;11;0;Cen
2021-22;José María Callejón;Fiorentina;34;30;1.298;1;2;1;0;0;0;Att
2021-22;Andrea Cambiaso;Genoa;21;26;1.790;1;4;1;0;5;1;Dif
2021-22;Matteo Cancellieri;Hellas Verona;19;12;227;1;0;1;0;1;0;Cen,Dif
2021-22;Antonio Candreva;Sampdoria;34;36;3.119;7;10;6;1;6;1;Cen,Att
2021-22;Leonardo Capezzi;Salernitana;26;5;175;0;0;0;0;0;0;Cen
2021-22;Gianluca Caprari;Hellas Verona;28;35;2.739;12;7;10;2;4;0;Cen,Att
2021-22;Francesco Caputo;Sampdoria;33;36;2.790;11;3;11;0;0;0;Att
2021-22;Francesco Caputo;Sassuolo;33;2;156;0;1;0;0;1;0;Att
2021-22;Andrea Carboni;Cagliari;20;30;2.215;0;0;0;0;6;0;Dif
2021-22;Nicolò Casale;Hellas Verona;23;36;2.586;0;1;0;0;10;0;Dif
2021-22;Francesco Cassata;Genoa;24;1;7;0;0;0;0;0;0;Cen
2021-22;Samu Castillejo;Milan;26;5;125;0;0;0;0;1;0;Att,Cen
2021-22;Gaetano Castrovilli;Fiorentina;24;23;1.391;1;1;1;0;4;0;Cen
2021-22;Danilo Cataldi;Lazio;26;32;1.707;1;2;1;0;8;0;Cen
2021-22;Pietro Ceccaroni;Venezia;25;35;3.122;2;1;2;0;7;1;Dif
2021-22;Federico Ceccherini;Hellas Verona;29;34;2.358;1;0;1;0;12;1;Dif
2021-22;Emil Ceide;Sassuolo;19;6;53;0;0;0;0;0;0;Att,Cen
2021-22;Luca Ceppitelli;Cagliari;31;24;1.445;1;1;1;0;3;0;Dif
2021-22;Damir Ceter;Cagliari;23;1;6;0;0;0;0;0;0;Att
2021-22;Julian Chabot;Sampdoria;23;11;490;0;0;0;0;5;0;Dif
2021-22;Giorgio Chiellini;Juventus;36;21;1.354;0;0;0;0;2;0;Dif
2021-22;Federico Chiesa;Juventus;23;14;863;2;2;2;0;0;0;Cen,Att
2021-22;Vlad Chiricheș;Sassuolo;31;29;2.300;0;0;0;0;4;0;Dif
2021-22;Riccardo Ciervo;Sampdoria;19;10;227;0;1;0;0;0;0;Cen,Dif
2021-22;Moustapha Cissé;Atalanta;17;3;38;1;0;1;0;0;0;Att
2021-22;Giorgio Cittadini;Atalanta;19;2;4;0;0;0;0;0;0;Dif
2021-22;Ebrima Colley;Spezia;21;11;394;0;0;0;0;1;0;Att,Cen
2021-22;Omar Colley;Sampdoria;28;32;2.745;0;0;0;0;6;1;Dif
2021-22;Andrea Consigli;Sassuolo;34;37;3.322;0;0;0;0;2;0;Por
2021-22;Andrea Conti;Sampdoria;27;7;234;1;0;1;0;1;0;Dif,Cen
2021-22;Andrea Conti;Milan;27;1;13;0;0;0;0;0;0;Dif
2021-22;Diego Coppola;Hellas Verona;17;4;249;0;0;0;0;0;0;Dif
2021-22;Joaquín Correa;Inter;26;26;1.025;6;1;6;0;2;0;Att
2021-22;Lassana Coulibaly;Salernitana;25;31;2.332;0;0;0;0;3;0;Cen
2021-22;Mamadou Coulibaly (calciatore 1999);Salernitana;22;12;808;2;0;2;0;1;0;Cen
2021-22;Alessio Cragno;Cagliari;27;35;3.150;0;0;0;0;3;0;Por
2021-22;Domenico Criscito;Genoa;34;20;1.618;6;1;0;6;4;0;Dif
2021-22;Bryan Cristante;Roma;26;34;2.678;2;0;2;0;9;0;Cen
2021-22;Domen Črnigoj;Venezia;25;34;1.881;3;1;3;0;3;0;Cen
2021-22;Giovanni Crociata;Empoli;23;1;15;0;0;0;0;0;0;Att
2021-22;Juan Cuadrado;Juventus;33;33;2.487;4;3;4;0;9;0;Dif,Cen
2021-22;Mickaël Cuisance;Venezia;21;13;918;0;0;0;0;2;0;Cen
2021-22;Patrick Cutrone;Empoli;23;28;1.401;3;0;3;0;1;0;Att
2021-22;Danilo D'Ambrosio;Inter;32;20;1.000;1;1;1;0;2;0;Dif
2021-22;Mikkel Damsgaard;Sampdoria;21;11;578;0;0;0;0;1;0;Cen,Att
2021-22;Danilo Luiz da Silva;Juventus;30;22;1.893;1;2;1;0;6;0;Dif,Cen
2021-22;Ebrima Darboe;Roma;20;1;63;0;0;0;0;0;0;Cen
2021-22;Matteo Darmian;Inter;31;25;1.507;2;1;2;0;4;0;Dif
2021-22;Paweł Dawidowicz;Hellas Verona;26;17;1.198;0;0;0;0;3;0;Dif
2021-22;Sebastian De Maio;Udinese;34;2;180;0;0;0;0;0;0;Dif
2021-22;Tommaso De Nipoti;Atalanta;18;1;6;0;0;0;0;0;0;Att
2021-22;Mattia De Sciglio;Juventus;28;20;1.168;1;2;1;0;2;1;Dif
2021-22;Lorenzo De Silvestri;Bologna;33;31;2.294;3;2;3;0;7;0;Dif
2021-22;Grégoire Defrel;Sassuolo;30;38;1.362;2;2;2;0;3;0;Att
2021-22;Alessandro Deiola;Cagliari;25;33;2.129;4;1;4;0;5;0;Cen
2021-22;Filippo Delli Carri;Salernitana;22;5;334;0;0;0;0;1;0;Dif
2021-22;Merih Demiral;Atalanta;23;28;1.917;1;2;1;0;8;0;Dif
2021-22;Diego Demme;Napoli;29;19;692;1;0;1;0;4;0;Cen
2021-22;Fabio Depaoli;Hellas Verona;24;18;703;1;1;1;0;3;0;Dif
2021-22;Fabio Depaoli;Sampdoria;24;6;112;0;0;0;0;1;0;Cen,Dif
2021-22;Mattia Destro;Genoa;30;27;1.744;9;1;9;0;4;0;Att
2021-22;Gerard Deulofeu;Udinese;27;34;2.616;13;5;12;1;9;0;Att,Cen
2021-22;Jacopo Dezi;Venezia;29;1;16;0;0;0;0;0;0;Cen
2021-22;Samuel Di Carmine;Hellas Verona;32;1;36;0;0;0;0;1;0;Att
2021-22;Federico Di Francesco;Empoli;27;26;1.367;5;0;5;0;2;0;Att,Cen
2021-22;Giovanni Di Lorenzo;Napoli;27;33;2.869;1;4;1;0;3;0;Dif
2021-22;Francesco Di Mariano;Venezia;25;1;62;0;0;0;0;0;0;Att
2021-22;Francesco Di Tacchio;Salernitana;31;18;1.255;0;0;0;0;3;0;Cen
2021-22;Amadou Diawara;Roma;24;4;170;0;0;0;0;0;0;Cen
2021-22;Brahim Díaz;Milan;21;31;1.855;3;3;3;0;4;0;Cen
2021-22;Mitchell Dijks;Bologna;28;16;694;0;2;0;0;2;0;Dif,Att
2021-22;Federico Dimarco;Inter;23;32;1.430;2;3;2;0;1;0;Dif
2021-22;Filippo Distefano;Fiorentina;17;1;2;0;0;0;0;0;0;Att
2021-22;Koffi Djidji;Torino;28;25;1.735;0;0;0;0;6;1;Dif
2021-22;Berat Djimsiti;Atalanta;28;31;2.256;1;1;1;0;6;0;Dif
2021-22;Nicolás Domínguez;Bologna;23;28;2.015;0;3;0;0;8;0;Cen
2021-22;Bartłomiej Drągowski;Fiorentina;23;7;556;0;0;0;0;0;1;Por
2021-22;Radu Drăgușin;Sampdoria;19;13;620;0;0;0;0;1;0;Dif
2021-22;Radu Drăgușin;Salernitana;19;7;488;0;0;0;0;1;0;Dif
2021-22;Denzel Dumfries;Inter;25;33;2.028;5;4;5;0;3;0;Dif
2021-22;Alfred Duncan;Fiorentina;28;33;1.931;2;2;2;0;3;0;Cen
2021-22;Paulo Dybala;Juventus;27;29;2.061;10;5;9;1;3;0;Att,Cen
2021-22;Edin Džeko;Inter;35;36;2.469;13;6;13;0;2;0;Att
2021-22;Tyronne Ebuehi;Venezia;25;19;1.138;0;0;0;0;1;1;Dif
2021-22;Éderson;Salernitana;22;15;1.147;2;1;2;0;5;0;Cen
2021-22;Albin Ekdal;Sampdoria;32;26;1.637;1;0;1;0;11;1;Cen
2021-22;Caleb Ekuban;Genoa;27;30;1.716;1;2;1;0;2;0;Att,Cen
2021-22;Elif Elmas;Napoli;21;37;1.620;3;4;3;0;3;0;Att,Cen
2021-22;Martin Erlic;Spezia;23;30;2.576;2;0;2;0;5;0;Dif
2021-22;Gonzalo Escalante;Lazio;28;1;9;0;0;0;0;0;0;Cen
2021-22;Diego Falcinelli;Bologna;30;6;66;0;0;0;0;0;0;Att
2021-22;Wladimiro Falcone;Sampdoria;26;10;855;0;0;0;0;2;0;Por
2021-22;Paolo Faragò;Cagliari;28;1;16;0;0;0;0;0;0;Cen
2021-22;Davide Faraoni;Hellas Verona;29;32;2.572;4;5;4;0;8;1;Dif
2021-22;Mohamed Fares;Genoa;25;9;587;2;1;2;0;2;0;Dif,Att
2021-22;Diego Farias;Cagliari;31;4;66;0;0;0;0;0;0;Cen,Att
2021-22;Andrea Favilli;Genoa;24;1;36;0;0;0;0;0;0;Att
2021-22;Federico Fazio;Salernitana;34;16;1.434;1;0;1;0;3;1;Dif
2021-22;Luiz Felipe Ramos Marchi;Lazio;24;31;2.491;0;0;0;0;9;1;Dif
2021-22;Alex Ferrari;Sampdoria;27;23;1.643;1;0;1;0;4;0;Dif
2021-22;Salvador Ferrer;Spezia;23;27;1.495;0;3;0;0;3;0;Dif,Cen
2021-22;Riccardo Fiamozzi;Empoli;28;10;620;0;1;0;0;1;0;Dif
2021-22;Luca Fiordilino;Venezia;25;15;661;0;0;0;0;2;0;Cen
2021-22;Vincenzo Fiorillo;Salernitana;31;1;90;0;0;0;0;0;0;Por
2021-22;Alessandro Florenzi;Milan;30;24;1.152;2;0;2;0;2;0;Dif,Att
2021-22;Fernando Forestieri;Udinese;31;4;58;2;1;2;0;1;0;Att,Cen
2021-22;Francesco Forte;Venezia;28;12;422;1;0;1;0;3;0;Att
2021-22;Gianluca Frabotta;Hellas Verona;22;2;20;0;0;0;0;0;0;Dif,Cen
2021-22;Davide Frattesi;Sassuolo;21;36;2.854;4;3;4;0;6;0;Cen
2021-22;Morten Frendrup;Genoa;20;10;695;0;0;0;0;1;0;Dif,Cen
2021-22;Remo Freuler;Atalanta;29;29;2.369;1;3;1;0;10;0;Cen
2021-22;Matteo Gabbia;Milan;21;8;537;0;0;0;0;3;0;Dif
2021-22;Manolo Gabbiadini;Sampdoria;29;18;1.140;6;2;6;0;3;0;Att,Cen
2021-22;Gianluca Gaetano;Napoli;21;2;20;0;0;0;0;0;0;Cen
2021-22;Luca Gagliano;Cagliari;21;2;13;0;0;0;0;0;0;Att,Dif
2021-22;Roberto Gagliardini;Inter;27;18;649;2;2;2;0;2;0;Cen
2021-22;Riccardo Gagliolo;Salernitana;31;17;1.138;0;1;0;0;2;0;Dif
2021-22;Nicolas Galazzi;Venezia;20;1;16;0;0;0;0;0;0;Cen
2021-22;Pablo Galdames Millán;Genoa;24;19;1.028;0;0;0;0;2;0;Cen
2021-22;Luca Gemello;Torino;21;1;90;0;0;0;0;0;0;Por
2021-22;Paolo Ghiglione;Genoa;24;13;603;0;1;0;0;3;0;Dif
2021-22;Faouzi Ghoulam;Napoli;30;14;332;0;0;0;0;1;0;Dif
2021-22;Sebastian Giovinco;Sampdoria;34;2;39;0;0;0;0;0;0;Cen
2021-22;Olivier Giroud;Milan;34;29;1.892;11;3;9;2;4;0;Att
2021-22;Diego Godín;Cagliari;35;11;818;0;1;0;0;3;0;Dif
2021-22;Edoardo Goldaniga;Cagliari;27;11;934;0;0;0;0;3;0;Dif
2021-22;Edoardo Goldaniga;Sassuolo;27;1;1;0;0;0;0;0;0;Dif,Cen
2021-22;Cedric Gondo;Salernitana;24;14;699;1;0;1;0;1;0;Att
2021-22;Nicolás González;Fiorentina;23;33;2.357;7;6;4;3;4;1;Att
2021-22;Robin Gosens;Atalanta;27;6;460;1;0;1;0;2;0;Dif
2021-22;Robin Gosens;Inter;27;7;169;0;1;0;0;1;0;Dif
2021-22;Alberto Grassi;Cagliari;26;30;2.174;0;1;0;0;6;1;Cen
2021-22;Koray Günter;Hellas Verona;26;30;2.411;0;0;0;0;10;0;Dif
2021-22;Albert Guðmundsson;Genoa;24;12;607;1;0;1;0;3;0;Att,Cen
2021-22;Emmanuel Gyasi;Spezia;27;36;3.035;6;0;6;0;10;0;Att,Cen
2021-22;Norbert Gyömbér;Salernitana;29;31;2.563;0;0;0;0;9;0;Dif
2021-22;Nicolas Haas;Empoli;25;16;1.001;0;2;0;0;3;0;Cen
2021-22;Samir Handanovič;Inter;37;37;3.330;0;0;0;0;1;0;Por
2021-22;Ridgeciano Haps;Venezia;28;25;2.056;1;1;1;0;6;0;Dif
2021-22;Abdou Harroui;Sassuolo;23;22;452;0;0;0;0;2;0;Cen
2021-22;Hans Hateboer;Atalanta;27;21;1.386;0;0;0;0;2;0;Dif,Cen
2021-22;Silvan Hefti;Genoa;23;16;1.288;0;0;0;0;1;0;Dif
2021-22;Liam Henderson;Empoli;25;38;2.020;2;3;2;0;4;0;Cen
2021-22;Dalbert Henrique;Cagliari;27;28;2.081;0;2;0;0;9;0;Dif,Cen
2021-22;Matheus Henrique;Sassuolo;23;25;1.078;0;1;0;0;3;0;Cen
2021-22;Thomas Henry;Venezia;26;33;2.115;9;2;9;0;6;1;Att
2021-22;Theo Hernández;Milan;23;32;2.711;5;5;4;1;7;2;Dif
2021-22;Hernani Azevedo Júnior;Genoa;27;18;682;0;0;0;0;0;0;Cen,Att
2021-22;Daan Heymans;Venezia;22;7;256;0;1;0;0;4;0;Cen,Att
2021-22;Aaron Hickey;Bologna;19;36;2.820;5;1;5;0;7;0;Dif
2021-22;Martin Hongla;Hellas Verona;23;18;651;1;0;1;0;3;0;Cen
2021-22;Sydney van Hooijdonk;Bologna;21;4;38;0;0;0;0;0;0;Att,Cen
2021-22;Petko Hristov;Spezia;22;17;1.248;1;1;1;0;3;0;Dif
2021-22;Elseid Hisaj;Lazio;27;29;2.027;1;0;1;0;3;0;Dif
2021-22;Roger Ibanez;Roma;22;34;2.889;3;0;3;0;9;0;Dif
2021-22;Zlatan Ibrahimović;Milan;39;23;1.016;8;2;8;0;2;0;Att
2021-22;Igor;Fiorentina;23;30;2.242;0;0;0;0;3;0;Dif
2021-22;Jonathan Ikone;Fiorentina;23;17;649;1;1;1;0;1;0;Att
2021-22;Ivan Ilić;Hellas Verona;20;32;2.526;1;3;1;0;5;1;Cen
2021-22;Josip Iličič;Atalanta;33;20;841;3;3;3;0;1;0;Cen,Att
2021-22;Ciro Immobile;Lazio;31;31;2.711;27;2;20;7;4;0;Att
2021-22;Lorenzo Insigne;Napoli;30;32;2.290;11;8;2;9;2;0;Att
2021-22;Ardian Ismajli;Empoli;24;20;1.272;0;0;0;0;7;0;Dif
2021-22;Armando Izzo;Torino;29;11;526;0;0;0;0;4;0;Dif
2021-22;Mato Jajalo;Udinese;33;22;629;0;1;0;0;2;0;Cen
2021-22;Paweł Jaroszyński;Salernitana;26;13;516;0;0;0;0;2;0;Dif
2021-22;Juan Guilherme Nunes Jesus;Napoli;30;21;1.278;1;0;1;0;1;0;Dif
2021-22;Dennis Johnsen;Venezia;23;26;1.445;1;2;1;0;2;0;Att,Cen
2021-22;Kaio Jorge;Juventus;19;9;121;0;0;0;0;0;0;Cen,Att
2021-22;Flavio Junior Bianchi;Genoa;21;7;314;1;0;1;0;0;0;Att,Cen
2021-22;Hamed Junior Traorè;Sassuolo;21;31;1.775;7;2;7;0;3;0;Att,Cen
2021-22;Nikola Kalinić;Hellas Verona;33;14;406;4;1;4;0;5;1;Att
2021-22;Yayah Kallon;Genoa;20;15;636;0;1;0;0;3;0;Att,Cen
2021-22;Pierre Kalulu;Milan;21;28;1.944;1;2;1;0;4;0;Dif
2021-22;Dimitrije Kamenović;Lazio;21;1;45;0;0;0;0;0;0;Dif
2021-22;Rick Karsdorp;Roma;26;36;2.883;0;2;0;0;9;1;Dif,Att
2021-22;Denso Kasius;Bologna;18;7;180;0;0;0;0;0;0;Dif,Att
2021-22;Grigoris Kastanos;Salernitana;23;27;1.348;1;1;1;0;4;1;Cen,Att
2021-22;Moise Kean;Juventus;21;32;1.098;5;2;5;0;5;0;Att
2021-22;Wajdi Kechrida;Salernitana;25;17;952;0;1;0;0;0;0;Dif,Cen
2021-22;Dimitrios Keramitsis;Roma;17;1;1;0;0;0;0;0;0;Cen
2021-22;Franck Kessié;Milan;24;31;2.308;6;0;4;2;2;0;Cen
2021-22;Jakub Kiwior;Spezia;21;22;1.964;0;0;0;0;6;0;Cen
2021-22;Sofian Kiyine;Venezia;23;26;1.239;1;0;1;0;8;1;Cen,Att
2021-22;Simon Kjær;Milan;32;11;802;0;0;0;0;2;0;Dif
2021-22;Aleksandr Kokorin;Fiorentina;30;6;55;0;0;0;0;1;0;Att,Cen
2021-22;Aleksandar Kolarov;Inter;35;3;42;0;0;0;0;0;0;Dif
2021-22;Teun Koopmeiners;Atalanta;23;30;2.126;4;1;4;0;4;0;Cen
2021-22;Kalidou Koulibaly;Napoli;30;27;2.405;3;1;3;0;5;1;Dif
2021-22;Christos Kourfalidis;Cagliari;18;2;18;0;0;0;0;0;0;Cen,Att
2021-22;Viktor Kovalenko;Spezia;25;26;1.325;1;3;1;0;4;0;Cen
2021-22;Julian Kristoffersen;Salernitana;24;1;7;0;0;0;0;0;0;Att
2021-22;Rade Krunić;Milan;27;28;1.416;0;1;0;0;2;0;Cen,Att
2021-22;Dejan Kulusevski;Juventus;21;20;772;1;3;1;0;1;0;Att,Cen
2021-22;Marash Kumbulla;Roma;21;17;1.025;0;0;0;0;6;0;Dif
2021-22;Giorgos Kyriakopoulos;Sassuolo;25;29;1.975;0;5;0;0;6;1;Dif,Att
2021-22;Andrea La Mantia;Empoli;30;18;488;2;0;2;0;0;0;Att,Cen
2021-22;Sam Lammers;Atalanta;24;2;38;0;0;0;0;0;0;Att,Cen
2021-22;Kevin Lasagna;Hellas Verona;28;28;1.184;2;4;2;0;1;0;Cen,Att
2021-22;Darko Lazović;Hellas Verona;30;34;2.766;1;7;1;0;2;0;Dif
2021-22;Manuel Lazzari;Lazio;27;31;1.665;3;3;3;0;3;0;Dif
2021-22;Patrick Leal;Venezia;18;1;2;0;0;0;0;0;0;Att
2021-22;Rafael Leão;Milan;22;34;2.605;11;10;11;0;4;0;Att
2021-22;Lucas Leiva;Lazio;34;35;1.697;0;0;0;0;9;0;Cen
2021-22;Luca Lezzerini;Venezia;26;6;495;0;0;0;0;2;0;Por
2021-22;Ben Lhassine Kone;Torino;21;1;81;0;0;0;0;0;0;Cen
2021-22;Matthijs de Ligt;Juventus;21;31;2.674;3;1;3;0;4;1;Dif
2021-22;Anderson Lima;Lazio;21;4;65;0;0;0;0;1;0;Cen
2021-22;Karol Linetty;Torino;26;16;896;0;0;0;0;2;0;Cen,Att
2021-22;Stanislav Lobotka;Napoli;26;23;1.686;1;0;1;0;2;0;Cen
2021-22;Manuel Locatelli;Juventus;23;31;2.160;3;3;3;0;6;0;Cen
2021-22;Maxime Lopez;Sassuolo;23;35;2.938;2;1;2;0;14;0;Cen
2021-22;Matteo Lovato;Atalanta;21;6;305;0;0;0;0;1;0;Dif
2021-22;Matteo Lovato;Cagliari;21;16;1.238;0;0;0;0;4;0;Dif
2021-22;Hirving Lozano;Napoli;26;30;1.613;5;5;5;0;3;0;Att
2021-22;José Luis Palomino;Atalanta;31;34;2.672;1;0;1;0;9;0;Dif
2021-22;Saša Lukić;Torino;24;35;2.982;5;4;2;3;10;0;Cen
2021-22;Sebastiano Luperto;Empoli;24;24;1.958;0;1;0;0;8;1;Dif
2021-22;Charalampos Lykogiannīs;Cagliari;27;28;1.817;1;0;1;0;2;0;Dif,Att
2021-22;Niki Mäenpää;Venezia;36;17;1.485;0;1;0;0;1;0;Por
2021-22;Giulio Maggiore;Spezia;23;35;2.819;2;3;2;0;9;0;Cen
2021-22;Francesco Magnanelli;Sassuolo;36;12;271;0;0;0;0;1;0;Cen
2021-22;Giangiacomo Magnani;Hellas Verona;25;14;530;0;0;0;0;3;1;Dif
2021-22;Giangiacomo Magnani;Sampdoria;25;4;239;0;0;0;0;0;0;Dif
2021-22;Mike Maignan;Milan;26;32;2.880;0;1;0;0;1;0;Por
2021-22;Ainsley Maitland-Niles;Roma;23;8;487;0;0;0;0;0;0;Dif
2021-22;Jean-Victor Makengo;Udinese;23;33;2.351;1;3;1;0;7;1;Cen
2021-22;Nikola Maksimović;Genoa;29;14;1.115;0;0;0;0;2;0;Dif
2021-22;Kévin Malcuit;Napoli;30;8;288;0;1;0;0;3;0;Dif,Cen
2021-22;Daniel Maldini;Milan;19;8;148;1;0;1;0;1;0;Cen
2021-22;Youssef Maleh;Fiorentina;22;28;1.019;2;2;2;0;5;0;Cen
2021-22;Ruslan Malinovs'kyj;Atalanta;28;30;1.592;6;5;6;0;10;0;Cen,Att
2021-22;Rey Manaj;Spezia;24;30;1.768;5;0;3;2;9;0;Att
2021-22;Gianluca Mancini;Roma;25;33;2.878;0;0;0;0;16;1;Dif
2021-22;Leonardo Mancuso;Empoli;29;8;425;1;0;1;0;0;0;Att
2021-22;Rolando Mandragora;Torino;24;21;1.319;0;2;0;0;7;1;Cen
2021-22;Kostas Manolas;Napoli;30;4;313;0;0;0;0;1;0;Dif
2021-22;Riccardo Marchizza;Empoli;23;19;1.346;0;1;0;0;4;0;Dif
2021-22;Gian Marco Ferrari;Sassuolo;29;36;3.124;1;0;1;0;6;1;Dif
2021-22;Davide Marfella;Napoli;21;1;11;0;0;0;0;0;0;Por
2021-22;Pablo Marí;Udinese;27;15;1.341;2;0;2;0;2;1;Dif
2021-22;Răzvan Marin;Cagliari;25;36;2.816;0;5;0;0;6;1;Cen
2021-22;Lautaro Martínez;Inter;23;35;2.282;21;3;18;3;6;0;Att
2021-22;Lucas Martínez Quarta;Fiorentina;25;20;1.431;1;0;1;0;8;0;Dif
2021-22;Adam Marušić;Lazio;28;33;2.721;1;0;1;0;6;1;Dif
2021-22;Andrea Masiello;Genoa;35;7;515;0;0;0;0;3;0;Dif
2021-22;Aleš Matějů;Venezia;25;9;727;0;1;0;0;3;0;Dif
2021-22;Borja Mayoral;Roma;24;5;96;0;0;0;0;0;0;Att,Dif
2021-22;Pasquale Mazzocchi;Venezia;26;18;1.243;0;0;0;0;3;0;Dif
2021-22;Pasquale Mazzocchi;Salernitana;26;15;1.269;0;2;0;0;2;0;Dif
2021-22;Ibrahima Mbaye;Bologna;26;6;108;0;0;0;0;0;0;Dif
2021-22;Weston McKennie;Juventus;22;21;1.369;3;0;3;0;1;0;Cen
2021-22;Gary Medel;Bologna;33;33;2.823;0;1;0;0;10;1;Dif
2021-22;Filippo Melegoni;Genoa;22;25;980;1;0;1;0;1;0;Cen,Att
2021-22;Arthur Melo;Juventus;24;20;962;0;0;0;0;3;0;Cen
